#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_haut_ogooue;Haut-Ogooué;Haut-Ogooué;Haut-Ogooué;;Haut-Ogooué;;;;;;;;;x
d_haut_ogooue_adj;Haut-Ogoouéen;;haut-ogoouéer;;;;;;;;;;;x
d_hodh;Hodh;Hodh;Hodh;;Hodh;;;;;;;;;x
d_hodh_adj;Hodhian;;hodher;;;;;;;;;;;x
d_inchiri;Inchiri;Inchiri;Inchiri;;Inchiri;;;;;;;;;x
d_inchiri_adj;Inchirian;;inchirier;;;;;;;;;;;x
d_ivindo;Ivindo;Ivindo;Ivindo;;Ivindo;;;;;;;;;x
d_ivindo_adj;Ivindois;;ivindoer;;;;;;;;;;;x
d_kaffrine;Kaffrine;Kaffrine;Kaffrine;;Kaffrine;;;;;;;;;x
d_kaffrine_adj;Kaffrinean;;kaffriner;;;;;;;;;;;x
d_kanem;Kanem;Kanem;Kanem;;Kanem;;;;;;;;;x
d_kanem_adj;Kanemi;;kanemer;;;;;;;;;;;x
d_kankan;Kankan;Kankan;Kankan;;Kankan;;;;;;;;;x
d_kankan_adj;Kankan;;kankaner;;;;;;;;;;;x
d_kayes;Kayes;Kayes;Kayes;;Kayes;;;;;;;;;x
d_kayes_adj;Kayesian;;kayeser;;;;;;;;;;;x
d_kerouane;Kérouané;Kérouané;Kérouané;;Kérouané;;;;;;;;;x
d_kerouane_adj;Kérouanéian;;kérouanéer;;;;;;;;;;;x
d_kidal;Kidal;Kidal;Kidal;;Kidal;;;;;;;;;x
d_kidal_adj;Kidali;;kidaler;;;;;;;;;;;x
d_kindia;Kindia;Kindia;Kindia;;Kindia;;;;;;;;;x
d_kindia_adj;Kindian;;kinder;;;;;;;;;;;x
d_korup;Korup;Korup;Korup;;Korup;;;;;;;;;x
d_korup_adj;Korupian;;koruper;;;;;;;;;;;x
d_koulikoro;Koulikoro;Koulikoro;Koulikoro;;Koulikoro;;;;;;;;;x
d_koulikoro_adj;Koulikorian;;koulikorer;;;;;;;;;;;x
d_kouroussa;Kouroussa;Kouroussa;Kouroussa;;Kouroussa;;;;;;;;;x
d_kouroussa_adj;Kouroussan;;kourousser;;;;;;;;;;;x
d_labe;Labé;Labé;Labé;;Labé;;;;;;;;;x
d_labe_adj;Labéian;;labéer;;;;;;;;;;;x
d_lacs;Lacs;Lacs;Lacs;;Lacs;;;;;;;;;x
d_lacs_adj;Lacsian;;lacser;;;;;;;;;;;x
d_lekoumou;Lékoumou;Lékoumou;Lékoumou;;Lékoumou;;;;;;;;;x
d_lekoumou_adj;Lékoumien;;lékoumouer;;;;;;;;;;;x 
d_likouala;Likouala;Likouala;Likouala;;Likouala;;;;;;;;;x
d_likouala_adj;Likoualian;;likoualer;;;;;;;;;;;x
d_lobeke;Lobéké;Lobéké;Lobéké;;Lobéké;;;;;;;;;x
d_lobeke_adj;Lobékéan;;lobékéer;;;;;;;;;;;x
d_lofa;Lofa;Lofa;Lofa;;Lofa;;;;;;;;;x
d_lofa_adj;Lofan;;lofer;;;;;;;;;;;x
d_logone;Logone;Logone;Logone;;Logone;;;;;;;;;x
d_logone_adj;Logonian;;Logoner;;;;;;;;;;;x
d_lolo;Lolo;Lolo;Lolo;;Lolo;;;;;;;;;x
d_lolo_adj;Lolois;;loloer;;;;;;;;;;;x
d_louga;Louga;Louga;Louga;;Louga;;;;;;;;;x
d_louga_adj;Lougan;;louger;;;;;;;;;;;x
d_makeni;Makeni;Makeni;Makeni;;Makeni;;;;;;;;;x
d_makeni_adj;Makenian;;makener;;;;;;;;;;;x
d_mambere;Mambéré;Mambéré;Mambéré;;Mambéré;;;;;;;;;x
d_mambere_adj;Mambéréen;;mambéréer;;;;;;;;;;;x
d_mandoul;Mandoul;Mandoul;Mandoul;;Mandoul;;;;;;;;;x
d_mandoul_adj;Mandoulan;;mandouler;;;;;;;;;;;x
d_maradi;Maradi;Maradi;Maradi;;Maradi;;;;;;;;;x
d_maradi_adj;Maradian;;maradier;;;;;;;;;;;x
d_marahoue;Marahoué;Marahoué;Marahoué;;Marahoué;;;;;;;;;x
d_marahoue_adj;Marahouéian;;marahouéer;;;;;;;;;;;x
d_maryland;Maryland;Maryland;Maryland;;Maryland;;;;;;;;;x
d_maryland_adj;Marylandian;;marylander;;;;;;;;;;;x
d_matam;Matam;Matam;Matam;;Matam;;;;;;;;;x
d_matam_adj;Matamian;;matamer;;;;;;;;;;;x
d_mayo_kebbi;Mayo-Kébbi;Mayo-Kébbi;Mayo-Kébbi;;Mayo-Kébbi;;;;;;;;;x
d_mayo_kebbi_adj;Mayo-Kébbian;;mayo-kébbier;;;;;;;;;;;x
d_mbomou;Mbomou;Mbomou;Mbomou;;Mbomou;;;;;;;;;x
d_mbomou_adj;Mbomouien;;mbomouer;;;;;;;;;;;x
d_monrovia;Monrovia;Monrovia;Monrovia;;Monrovia;;;;;;;;;x
d_monrovia_adj;Monrovian;;monrover;;;;;;;;;;;x
d_montagnes;Montagnes;Montagnes;Montagnes;;Montagnes;;;;;;;;;x
d_montagnes_adj;Montagnesian;;montagneser;;;;;;;;;;;x
d_mouhoun;Mouhoun;Mouhoun;Mouhoun;;Mouhoun;;;;;;;;;x
d_mouhoun_adj;Mouhounian;;mouhouner;;;;;;;;;;;x
d_ngounie;Ngounié;Ngounié;Ngounié;;Ngounié;;;;;;;;;x
d_ngounie_adj;Ngouniéen;;ngouniéer;;;;;;;;;;;x
d_niari;Niari;Niari;Niari;;Niari;;;;;;;;;x
d_niari_adj;Niarian;;niarier;;;;;;;;;;;x
d_niger;Niger;Niger;Niger;;Niger;;;;;;;;;x
d_niger_adj;Nigerian;;nigerer;;;;;;;;;;;x
d_nyanga;Nyanga;Nyanga;Nyanga;;Nyanga;;;;;;;;;x
d_nyanga_adj;Nyangan;;nyanger;;;;;;;;;;;x
d_nyong;Nyong;Nyong;Nyong;;Nyong;;;;;;;;;x
d_nyong_adj;Nyonger;;nyonger;;;;;;;;;;;x
d_nzerekore;Nzérékoré;Nzérékoré;Nzérékoré;;Nzérékoré;;;;;;;;;x
d_nzerekore_adj;Nzérékoréian;;nzérékoréer;;;;;;;;;;;x
d_ogooue;Ogooué;Ogooué;Ogooué;;Ogooué;;;;;;;;;x
d_ogooue_adj;Ogoouéen;;ogoouéer;;;;;;;;;;;x
d_oku;Oku;Oku;Oku;;Oku;;;;;;;;;x
d_oku_adj;Okuan;;okuer;;;;;;;;;;;x
d_ombella_mpoko;Ombella-M'Poko;Ombella-M'Poko;Ombella-M'Poko;;Ombella-M'Poko;;;;;;;;;x
d_ombella_mpoko_adj;Ombella-M'Pokian;;Ombella-m'poker;;;;;;;;;;;x
d_oti;Oti;Oti;Oti;;Oti;;;;;;;;;x
d_oti_adj;Otian;;oter;;;;;;;;;;;x
d_ouaddai;Ouaddaï;Ouaddaï;Ouaddaï;;Ouaddaï;;;;;;;;;x
d_ouaddai_adj;Ouaddaïan;;ouaddaïer;;;;;;;;;;;x
d_ouaka;Ouaka;Ouaka;Ouaka;;Ouaka;;;;;;;;;x
d_ouaka_adj;Ouakan;;ouaker;;;;;;;;;;;x
d_ouham;Ouham;Ouham;Ouham;;Ouham;;;;;;;;;x
d_ouham_adj;Ouhamian;;ouhamer;;;;;;;;;;;x
d_ouham_pende;Ouham-Pendé;Ouham-Pendé;Ouham-Pendé;;Ouham-Pendé;;;;;;;;;x
d_ouham_pende_adj;Ouham-Pendéan;;ouham-pendéer;;;;;;;;;;;x
d_plateaux;Plateaux;Plateaux;Plateaux;;Plateaux;;;;;;;;;x
d_plateaux_adj;Platian;;plateauer;;;;;;;;;;;x
d_pool;Pool;Pool;Pool;;Pool;;;;;;;;;x
d_pool_adj;Pooler;;pooler;;;;;;;;;;;x
d_rio_muni;Río Muni;Río Muni;Río Muni;;Río Muni;;;;;;;;;x
d_rio_muni_adj;Río Munian;;río munier;;;;;;;;;;;x
d_sahel;Sahel;Sahel;Sahel;;Sahel;;;;;;;;;x
d_sahel_adj;Sahelian;;saheler;;;;;;;;;;;x
d_salamat;Salamat;Salamat;Salamat;;Salamat;;;;;;;;;x
d_salamat_adj;Salamatian;;salamater;;;;;;;;;;;x
d_sanaga;Sanaga;Sanaga;Sanaga;;Sanaga;;;;;;;;;x
d_sanaga_adj;Sanagan;;sanagaer;;;;;;;;;;;x
d_segou;Ségou;Ségou;Ségou;;Ségou;;;;;;;;;x
d_segou_adj;Ségian;;séger;;;;;;;;;;;x
d_sewa;Sewa;Sewa;Sewa;;Sewa;;;;;;;;;x
d_sewa_adj;Sewan;;sewer;;;;;;;;;;;x
d_shari;Shari;Shari;Shari;;Shari;;;;;;;;;x
d_shari_adj;Sharian;;sharier;;;;;;;;;;;x
d_sikasso;Sikasso;Sikasso;Sikasso;;Sikasso;;;;;;;;;x
d_sikasso_adj;Sikassian;;sikasser;;;;;;;;;;;x
d_sotavento_islands;Sotavento;Sotavento;Sotavento;;Sotavento;;;;;;;;;x
d_sotavento_islands_adj;Sotaventan;;sotaventer;;;;;;;;;;;x
d_tahoua;Tahoua;Tahoua;Tahoua;;Tahoua;;;;;;;;;x
d_tahoua_adj;Tahouan;;taher;;;;;;;;;;;x
d_tambacounda;Tambacounda;Tambacounda;Tambacounda;;Tambacounda;;;;;;;;;x
d_tambacounda_adj;Tambacoundan;;tambacounder;;;;;;;;;;;x
d_thies;Thiès;Thiès;Thiès;;Thiès;;;;;;;;;x
d_thies_adj;Thièsian;;thièser;;;;;;;;;;;x
d_tillaberi;Tillabéri;Tillabéri;Tillabéri;;Tillabéri;;;;;;;;;x
d_tillaberi_adj;Tillabérian;;tillabérier;;;;;;;;;;;x
d_timbuktu;Timbuktu;Timbuktu;Timbuktu;;Timbuktu;;;;;;;;;x
d_timbuktu_adj;Timbuktian;;timbukter;;;;;;;;;;;x
d_trarza;Trarza;Trarza;Trarza;;Trarza;;;;;;;;;x
d_trarza_adj;Trarzan;;trarzer;;;;;;;;;;;x
d_tsugning;Tsugning;Tsugning;Tsugning;;Tsugning;;;;;;;;;x
d_tsugning_adj;Tsugningan;;tsugninger;;;;;;;;;;;x
d_volta;Volta;Volta;Volta;;Volta;;;;;;;;;x
d_volta_adj;Voltan;;volter;;;;;;;;;;;x
d_waza;Waza;Waza;Waza;;Waza;;;;;;;;;x
d_waza_adj;Wazan;;wazer;;;;;;;;;;;x
d_woleu_ntem;Woleu-Ntem;Woleu-Ntem;Woleu-Ntem;;Woleu-Ntem;;;;;;;;;x
d_woleu_ntem_adj;Woleu-Ntemian;;woleu-ntemer;;;;;;;;;;;x
d_wouri;Wouri;Wouri;Wouri;;Wouri;;;;;;;;;x
d_wouri_adj;Wourian;;wourier;;;;;;;;;;;x
d_zanzan;Zanzan;Zanzan;Zanzan;;Zanzan;;;;;;;;;x
d_zanzan_adj;Zanzanian;;zanzaner;;;;;;;;;;;x
d_zinder;Zinder;Zinder;Zinder;;Zinder;;;;;;;;;x
d_zinder_adj;Zinderien;;zinderer;;;;;;;;;;;x
