#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_ansongo_3_adj;Ansongian;;ansonger;;;;;;;;;;;x
b_atakampe;Atakampe;Atakampe;Atakampe;;Atakampe;;;;;;;;;x
b_atakampe_adj;Atakampean;;atakamper;;;;;;;;;;;x
b_atakampe_2;Atakampe;Atakampe;Atakampe;;Atakampe;;;;;;;;;x
b_atakampe_2_adj;Atakampean;;atakamper;;;;;;;;;;;x
b_atakampe_3;Atakampe;Atakampe;Atakampe;;Atakampe;;;;;;;;;x
b_atakampe_3_adj;Atakampean;;atakamper;;;;;;;;;;;x
b_badi;Badi;Badi;Badi;;Badi;;;;;;;;;x
b_badi_adj;Badian;;bader;;;;;;;;;;;x
b_bafata;Bafatá;Bafatá;Bafatá;;Bafatá;;;;;;;;;x
b_bafata_adj;Bafatáian;;bafatáer;;;;;;;;;;;x
b_bafata_2;Bafatá;Bafatá;Bafatá;;Bafatá;;;;;;;;;x
b_bafata_2_adj;Bafatáian;;bafatáer;;;;;;;;;;;x
b_bafata_3;Bafatá;Bafatá;Bafatá;;Bafatá;;;;;;;;;x
b_bafata_3_adj;Bafatáian;;bafatáer;;;;;;;;;;;x
b_bafing;Bafing;Bafing;Bafing;;Bafing;;;;;;;;;x
b_bafing_adj;Bafingian;;bafinger;;;;;;;;;;;x
b_bafing_2;Bafing;Bafing;Bafing;;Bafing;;;;;;;;;x
b_bafing_2_adj;Bafingian;;bafinger;;;;;;;;;;;x
b_bafing_3;Bafing;Bafing;Bafing;;Bafing;;;;;;;;;x
b_bafing_3_adj;Bafingian;;bafinger;;;;;;;;;;;x
b_bafoulabe;Bafoulabé;Bafoulabé;Bafoulabé;;Bafoulabé;;;;;;;;;x
b_bafoulabe_adj;Bafoulabéian;;bafoulabéer;;;;;;;;;;;x
b_bafoulabe_2;Bafoulabé;Bafoulabé;Bafoulabé;;Bafoulabé;;;;;;;;;x
b_bafoulabe_2_adj;Bafoulabéian;;bafoulabéer;;;;;;;;;;;x
b_bafoulabe_3;Bafoulabé;Bafoulabé;Bafoulabé;;Bafoulabé;;;;;;;;;x
b_bafoulabe_3_adj;Bafoulabéian;;bafoulabéer;;;;;;;;;;;x
b_bamako;Bamako;Bamako;Bamako;;Bamako;;;;;;;;;x
b_bamako_adj;Bamakian;;bamaker;;;;;;;;;;;x
b_bamako_2;Bamako;Bamako;Bamako;;Bamako;;;;;;;;;x
b_bamako_2_adj;Bamakian;;bamaker;;;;;;;;;;;x
b_bamako_3;Bamako;Bamako;Bamako;;Bamako;;;;;;;;;x
b_bamako_3_adj;Bamakian;;bamaker;;;;;;;;;;;x
b_banamba;Banamba;Banamba;Banamba;;Banamba;;;;;;;;;x
b_banamba_adj;Banamban;;banamber;;;;;;;;;;;x
b_banamba_2;Banamba;Banamba;Banamba;;Banamba;;;;;;;;;x
b_banamba_2_adj;Banamban;;banamber;;;;;;;;;;;x
b_banamba_3;Banamba;Banamba;Banamba;;Banamba;;;;;;;;;x
b_banamba_3_adj;Banamban;;banamber;;;;;;;;;;;x
b_banfele;Banfélé;Banfélé;Banfélé;;Banfélé;;;;;;;;;x
b_banfele_adj;Banféléian;;banféléer;;;;;;;;;;;x
b_banfele_2;Banfélé;Banfélé;Banfélé;;Banfélé;;;;;;;;;x
b_banfele_2_adj;Banféléian;;banféléer;;;;;;;;;;;x
b_banfele_3;Banfélé;Banfélé;Banfélé;;Banfélé;;;;;;;;;x
b_banfele_3_adj;Banféléian;;banféléer;;;;;;;;;;;x
b_baoma;Baoma;Baoma;Baoma;;Baoma;;;;;;;;;x
b_baoma_adj;Baoman;;baomer;;;;;;;;;;;x
b_barclayville;Barclayville;Barclayville;Barclayville;;Barclayville;;;;;;;;;x
b_barclayville_adj;Barclayvillean;;barclayviller;;;;;;;;;;;x
b_bawku;Bawku;Bawku;Bawku;;Bawku;;;;;;;;;x
b_bawku_adj;Bawkian;;bawker;;;;;;;;;;;x
b_bawku_2;Bawku;Bawku;Bawku;;Bawku;;;;;;;;;x
b_bawku_2_adj;Bawkian;;bawker;;;;;;;;;;;x
b_bawku_3;Bawku;Bawku;Bawku;;Bawku;;;;;;;;;x
b_bawku_3_adj;Bawkian;;bawker;;;;;;;;;;;x
b_bay;Bay;Bay;Bay;;Bay;;;;;;;;;x
b_bay_adj;Baian;;baer;;;;;;;;;;;x
b_bay_2;Bay;Bay;Bay;;Bay;;;;;;;;;x
b_bay_2_adj;Baian;;baer;;;;;;;;;;;x
b_bay_3;Bay;Bay;Bay;;Bay;;;;;;;;;x
b_bay_3_adj;Baian;;baer;;;;;;;;;;;x
b_belefuanai;Belefuanai;Belefuanai;Belefuanai;;Belefuanai;;;;;;;;;x
b_belefuanai_adj;Belefuanian;;belefuaner;;;;;;;;;;;x
b_bendaja;Bendaja;Bendaja;Bendaja;;Bendaja;;;;;;;;;x
b_bendaja_adj;Bendajan;;bendajer;;;;;;;;;;;x
b_beyla;Beyla;Beyla;Beyla;;Beyla;;;;;;;;;x
b_beyla_adj;Beylan;;beyler;;;;;;;;;;;x
b_beyla_2;Beyla;Beyla;Beyla;;Beyla;;;;;;;;;x
b_beyla_2_adj;Beylan;;beyler;;;;;;;;;;;x
b_beyla_3;Beyla;Beyla;Beyla;;Beyla;;;;;;;;;x
b_beyla_3_adj;Beylan;;beyler;;;;;;;;;;;x
b_blama;Blama;Blama;Blama;;Blama;;;;;;;;;x
b_blama_adj;Blaman;;blamer;;;;;;;;;;;x
b_bo;Bo;Bo;Bo;;Bo;;;;;;;;;x
b_bo_adj;Bian;;ber;;;;;;;;;;;x
b_bo_2;Bo;Bo;Bo;;Bo;;;;;;;;;x
b_bo_2_adj;Bian;;ber;;;;;;;;;;;x
b_boffa;Boffa;Boffa;Boffa;;Boffa;;;;;;;;;x
b_boffa_adj;Boffan;;boffer;;;;;;;;;;;x
b_boffa_2;Boffa;Boffa;Boffa;;Boffa;;;;;;;;;x
b_boffa_2_adj;Boffan;;boffer;;;;;;;;;;;x
b_boffa_3;Boffa;Boffa;Boffa;;Boffa;;;;;;;;;x
b_boffa_3_adj;Boffan;;boffer;;;;;;;;;;;x
b_boke;Boké;Boké;Boké;;Boké;;;;;;;;;x
b_boke_adj;Bokéian;;bokéer;;;;;;;;;;;x
b_boke_2;Boké;Boké;Boké;;Boké;;;;;;;;;x
b_boke_2_adj;Bokéian;;bokéer;;;;;;;;;;;x
b_boke_3;Boké;Boké;Boké;;Boké;;;;;;;;;x
b_boke_3_adj;Bokéian;;bokéer;;;;;;;;;;;x
b_bokoa;Bokoa;Bokoa;Bokoa;;Bokoa;;;;;;;;;x
b_bokoa_adj;Bokoan;;boker;;;;;;;;;;;x
b_bolgatanga;Bolgatanga;Bolgatanga;Bolgatanga;;Bolgatanga;;;;;;;;;x
b_bolgatanga_adj;Bolgatangan;;bolgatanger;;;;;;;;;;;x
b_bolgatanga_2;Bolgatanga;Bolgatanga;Bolgatanga;;Bolgatanga;;;;;;;;;x
b_bolgatanga_2_adj;Bolgatangan;;bolgatanger;;;;;;;;;;;x
b_bolgatanga_3;Bolgatanga;Bolgatanga;Bolgatanga;;Bolgatanga;;;;;;;;;x
b_bolgatanga_3_adj;Bolgatangan;;bolgatanger;;;;;;;;;;;x
b_bombali;Bombali;Bombali;Bombali;;Bombali;;;;;;;;;x
b_bombali_adj;Bombalian;;bombaler;;;;;;;;;;;x
b_bombali_2;Bombali;Bombali;Bombali;;Bombali;;;;;;;;;x
b_bombali_2_adj;Bombalian;;bombaler;;;;;;;;;;;x
b_bonthe;Bonthe;Bonthe;Bonthe;;Bonthe;;;;;;;;;x
b_bonthe_adj;Bonthean;;bonther;;;;;;;;;;;x
b_bontioli;Bontioli;Bontioli;Bontioli;;Bontioli;;;;;;;;;x
b_bontioli_adj;Bontiolian;;bontioler;;;;;;;;;;;x
b_bontioli_2;Bontioli;Bontioli;Bontioli;;Bontioli;;;;;;;;;x
b_bontioli_2_adj;Bontiolian;;bontioler;;;;;;;;;;;x
b_bontioli_3;Bontioli;Bontioli;Bontioli;;Bontioli;;;;;;;;;x
b_bontioli_3_adj;Bontiolian;;bontioler;;;;;;;;;;;x
b_bopolu;Bopolu;Bopolu;Bopolu;;Bopolu;;;;;;;;;x
b_bopolu_adj;Bopolian;;bopoler;;;;;;;;;;;x
b_bougouni;Bougouni;Bougouni;Bougouni;;Bougouni;;;;;;;;;x
b_bougouni_adj;Bougounian;;bougouner;;;;;;;;;;;x
b_bougouni_2;Bougouni;Bougouni;Bougouni;;Bougouni;;;;;;;;;x
b_bougouni_2_adj;Bougounian;;bougouner;;;;;;;;;;;x
b_bougouni_3;Bougouni;Bougouni;Bougouni;;Bougouni;;;;;;;;;x
b_bougouni_3_adj;Bougounian;;bougouner;;;;;;;;;;;x
b_bouliwel;Bouliwel;Bouliwel;Bouliwel;;Bouliwel;;;;;;;;;x
b_bouliwel_adj;Bouliwelian;;bouliweler;;;;;;;;;;;x
b_brewerville;Brewerville;Brewerville;Brewerville;;Brewerville;;;;;;;;;x
b_brewerville_adj;Brewervillean;;brewerviller;;;;;;;;;;;x
b_bui;Bui;Bui;Bui;;Bui;;;;;;;;;x
b_bui_adj;Bian;;ber;;;;;;;;;;;x
b_bui_2;Bui;Bui;Bui;;Bui;;;;;;;;;x
b_bui_2_adj;Bian;;ber;;;;;;;;;;;x
b_bui_3;Bui;Bui;Bui;;Bui;;;;;;;;;x
b_bui_3_adj;Bian;;ber;;;;;;;;;;;x
b_bumpeh;Bumpeh;Bumpeh;Bumpeh;;Bumpeh;;;;;;;;;x
b_bumpeh_adj;Bumpehian;;bumpeher;;;;;;;;;;;x
b_cacheu;Cacheu;Cacheu;Cacheu;;Cacheu;;;;;;;;;x
b_cacheu_adj;Cachian;;cacher;;;;;;;;;;;x
b_cacheu_2;Cacheu;Cacheu;Cacheu;;Cacheu;;;;;;;;;x
b_cacheu_2_adj;Cachian;;cacher;;;;;;;;;;;x
b_cacheu_3;Cacheu;Cacheu;Cacheu;;Cacheu;;;;;;;;;x
b_cacheu_3_adj;Cachian;;cacher;;;;;;;;;;;x
b_careysburg;Careysburg;Careysburg;Careysburg;;Careysburg;;;;;;;;;x
b_careysburg_adj;Careysburgian;;careysburger;;;;;;;;;;;x
b_cavally;Cavally;Cavally;Cavally;;Cavally;;;;;;;;;x
b_cavally_adj;Cavallian;;cavaller;;;;;;;;;;;x
b_cavally_2;Cavally;Cavally;Cavally;;Cavally;;;;;;;;;x
b_cavally_2_adj;Cavallian;;cavaller;;;;;;;;;;;x
b_cavally_3;Cavally;Cavally;Cavally;;Cavally;;;;;;;;;x
b_cavally_3_adj;Cavallian;;cavaller;;;;;;;;;;;x
b_dabola;Dabola;Dabola;Dabola;;Dabola;;;;;;;;;x
b_dabola_adj;Dabolan;;daboler;;;;;;;;;;;x
b_dabola_2;Dabola;Dabola;Dabola;;Dabola;;;;;;;;;x
b_dabola_2_adj;Dabolan;;daboler;;;;;;;;;;;x
b_dabola_3;Dabola;Dabola;Dabola;;Dabola;;;;;;;;;x
b_dabola_3_adj;Dabolan;;daboler;;;;;;;;;;;x
b_dagana;Dagana;Dagana;Dagana;;Dagana;;;;;;;;;x
b_dagana_adj;Daganan;;daganer;;;;;;;;;;;x
b_dagana_2;Dagana;Dagana;Dagana;;Dagana;;;;;;;;;x
b_dagana_2_adj;Daganan;;daganer;;;;;;;;;;;x
b_dagana_3;Dagana;Dagana;Dagana;;Dagana;;;;;;;;;x
b_dagana_3_adj;Daganan;;daganer;;;;;;;;;;;x
b_debli;Debli;Debli;Debli;;Debli;;;;;;;;;x
b_debli_adj;Deblian;;debler;;;;;;;;;;;x
b_diema;Diéma;Diéma;Diéma;;Diéma;;;;;;;;;x
b_diema_adj;Diéman;;diémer;;;;;;;;;;;x
b_diema_2;Diéma;Diéma;Diéma;;Diéma;;;;;;;;;x
b_diema_2_adj;Diéman;;diémer;;;;;;;;;;;x
b_diema_3;Diéma;Diéma;Diéma;;Diéma;;;;;;;;;x
b_diema_3_adj;Diéman;;diémer;;;;;;;;;;;x
b_digya;Digya;Digya;Digya;;Digya;;;;;;;;;x
b_digya_adj;Digyan;;diger;;;;;;;;;;;x
b_digya_2;Digya;Digya;Digya;;Digya;;;;;;;;;x
b_digya_2_adj;Digyan;;diger;;;;;;;;;;;x
b_digya_3;Digya;Digya;Digya;;Digya;;;;;;;;;x
b_digya_3_adj;Digyan;;diger;;;;;;;;;;;x
b_dinguiraye;Dinguiraye;Dinguiraye;Dinguiraye;;Dinguiraye;;;;;;;;;x
b_dinguiraye_adj;Dinguirayean;;dinguiraer;;;;;;;;;;;x
b_dinguiraye_2;Dinguiraye;Dinguiraye;Dinguiraye;;Dinguiraye;;;;;;;;;x
b_dinguiraye_2_adj;Dinguirayean;;dinguiraer;;;;;;;;;;;x
b_dinguiraye_3;Dinguiraye;Dinguiraye;Dinguiraye;;Dinguiraye;;;;;;;;;x
b_dinguiraye_3_adj;Dinguirayean;;dinguiraer;;;;;;;;;;;x
b_dioilla;Dioilla;Dioilla;Dioilla;;Dioilla;;;;;;;;;x
b_dioilla_adj;Dioillan;;dioiller;;;;;;;;;;;x
b_dioilla_2;Dioilla;Dioilla;Dioilla;;Dioilla;;;;;;;;;x
b_dioilla_2_adj;Dioillan;;dioiller;;;;;;;;;;;x
b_dioilla_3;Dioilla;Dioilla;Dioilla;;Dioilla;;;;;;;;;x
b_dioilla_3_adj;Dioillan;;dioiller;;;;;;;;;;;x
b_dogondoutchi;Dogondoutchi;Dogondoutchi;Dogondoutchi;;Dogondoutchi;;;;;;;;;x
b_dogondoutchi_adj;Dogondoutchian;;dogondoutcher;;;;;;;;;;;x
b_dogondoutchi_2;Dogondoutchi;Dogondoutchi;Dogondoutchi;;Dogondoutchi;;;;;;;;;x
b_dogondoutchi_2_adj;Dogondoutchian;;dogondoutcher;;;;;;;;;;;x
b_dogondoutchi_3;Dogondoutchi;Dogondoutchi;Dogondoutchi;;Dogondoutchi;;;;;;;;;x
b_dogondoutchi_3_adj;Dogondoutchian;;dogondoutcher;;;;;;;;;;;x
b_dounet;Dounet;Dounet;Dounet;;Dounet;;;;;;;;;x
b_dounet_adj;Dounetian;;douneter;;;;;;;;;;;x
b_dubreka;Dubréka;Dubréka;Dubréka;;Dubréka;;;;;;;;;x
b_dubreka_adj;Dubrékan;;dubréker;;;;;;;;;;;x
b_dubwe;Dubwe;Dubwe;Dubwe;;Dubwe;;;;;;;;;x
b_dubwe_adj;Dubwean;;dubwer;;;;;;;;;;;x
b_elmini;Elmini;Elmini;Elmini;;Elmini;;;;;;;;;x
b_elmini_adj;Elminian;;elminer;;;;;;;;;;;x
b_elmini_2;Elmini;Elmini;Elmini;;Elmini;;;;;;;;;x
b_elmini_2_adj;Elminian;;elminer;;;;;;;;;;;x
b_elmini_3;Elmini;Elmini;Elmini;;Elmini;;;;;;;;;x
b_elmini_3_adj;Elminian;;elminer;;;;;;;;;;;x
b_falessade;Falessade;Falessade;Falessade;;Falessade;;;;;;;;;x
b_falessade_adj;Falessadean;;falessader;;;;;;;;;;;x
b_faranah;Faranah;Faranah;Faranah;;Faranah;;;;;;;;;x
b_faranah_adj;Faranahian;;faranaher;;;;;;;;;;;x
b_faranah_2;Faranah;Faranah;Faranah;;Faranah;;;;;;;;;x
b_faranah_2_adj;Faranahian;;faranaher;;;;;;;;;;;x
b_faranah_3;Faranah;Faranah;Faranah;;Faranah;;;;;;;;;x
b_faranah_3_adj;Faranahian;;faranaher;;;;;;;;;;;x
b_fatick;Fatick;Fatick;Fatick;;Fatick;;;;;;;;;x
b_fatick_adj;Fatickian;;faticker;;;;;;;;;;;x
b_fatick_2;Fatick;Fatick;Fatick;;Fatick;;;;;;;;;x
b_fatick_2_adj;Fatickian;;faticker;;;;;;;;;;;x
b_fatick_3;Fatick;Fatick;Fatick;;Fatick;;;;;;;;;x
b_fatick_3_adj;Fatickian;;faticker;;;;;;;;;;;x
b_ferkessedougou;Ferkessédougou;Ferkessédougou;Ferkessédougou;;Ferkessédougou;;;;;;;;;x
b_ferkessedougou_adj;Ferkessédougian;;ferkessédouger;;;;;;;;;;;x
b_ferkessedougou_2;Ferkessédougou;Ferkessédougou;Ferkessédougou;;Ferkessédougou;;;;;;;;;x
b_ferkessedougou_2_adj;Ferkessédougian;;ferkessédouger;;;;;;;;;;;x
b_ferkessedougou_3;Ferkessédougou;Ferkessédougou;Ferkessédougou;;Ferkessédougou;;;;;;;;;x
b_ferkessedougou_3_adj;Ferkessédougian;;ferkessédouger;;;;;;;;;;;x
b_filingue;Filingue;Filingue;Filingue;;Filingue;;;;;;;;;x
b_filingue_adj;Filinguean;;filinger;;;;;;;;;;;x
b_filingue_2;Filingue;Filingue;Filingue;;Filingue;;;;;;;;;x
b_filingue_2_adj;Filinguean;;filinger;;;;;;;;;;;x
b_filingue_3;Filingue;Filingue;Filingue;;Filingue;;;;;;;;;x
b_filingue_3_adj;Filinguean;;filinger;;;;;;;;;;;x
b_fish_town;Fish Town;Fish Town;Fish Town;;Fish Town;;;;;;;;;x
b_fish_town_adj;Fish Townian;;Fish Towner;;;;;;;;;;;x
b_fono;Fono;Fono;Fono;;Fono;;;;;;;;;x
b_fono_adj;Fonian;;foner;;;;;;;;;;;x
b_fono_2;Fono;Fono;Fono;;Fono;;;;;;;;;x
b_fono_2_adj;Fonian;;foner;;;;;;;;;;;x
b_fono_3;Fono;Fono;Fono;;Fono;;;;;;;;;x
b_fono_3_adj;Fonian;;foner;;;;;;;;;;;x
b_forecariah;Forécariah;Forécariah;Forécariah;;Forécariah;;;;;;;;;x
b_forecariah_adj;Forécariahian;;forécariaher;;;;;;;;;;;x
b_forecariah_2;Forécariah;Forécariah;Forécariah;;Forécariah;;;;;;;;;x
b_forecariah_2_adj;Forécariahian;;forécariaher;;;;;;;;;;;x
b_forecariah_3;Forécariah;Forécariah;Forécariah;;Forécariah;;;;;;;;;x
b_forecariah_3_adj;Forécariahian;;forécariaher;;;;;;;;;;;x
b_freetown;Freetown;Freetown;Freetown;;Freetown;;;;;;;;;x
b_freetown_adj;Freetownian;;freetowner;;;;;;;;;;;x
b_freetown_2;Freetown;Freetown;Freetown;;Freetown;;;;;;;;;x
b_freetown_2_adj;Freetownian;;freetowner;;;;;;;;;;;x
b_gambia;Gambia;Gambia;Gambia;;Gambia;;;;;;;;;x
b_gambia_adj;Gambian;;gamber;;;;;;;;;;;x
b_gambia_2;Gambia;Gambia;Gambia;;Gambia;;;;;;;;;x
b_gambia_2_adj;Gambian;;gamber;;;;;;;;;;;x
b_gambia_3;Gambia;Gambia;Gambia;;Gambia;;;;;;;;;x
b_gambia_3_adj;Gambian;;gamber;;;;;;;;;;;x
b_ganata;Ganata;Ganata;Ganata;;Ganata;;;;;;;;;x
b_ganata_adj;Ganatan;;ganater;;;;;;;;;;;x
b_gandorhun;Gandorhun;Gandorhun;Gandorhun;;Gandorhun;;;;;;;;;x
b_gandorhun_adj;Gandorhunian;;gandorhuner;;;;;;;;;;;x
b_gao;Gao;Gao;Gao;;Gao;;;;;;;;;x
b_gao_adj;Gian;;ger;;;;;;;;;;;x
b_gao_2;Gao;Gao;Gao;;Gao;;;;;;;;;x
b_gao_2_adj;Gian;;ger;;;;;;;;;;;x
b_gao_3;Gao;Gao;Gao;;Gao;;;;;;;;;x
b_gao_3_adj;Gian;;ger;;;;;;;;;;;x
b_gaoual;Gaoual;Gaoual;Gaoual;;Gaoual;;;;;;;;;x
b_gaoual_adj;Gaoualian;;gaoualer;;;;;;;;;;;x
b_gaoual_2;Gaoual;Gaoual;Gaoual;;Gaoual;;;;;;;;;x
b_gaoual_2_adj;Gaoualian;;gaoualer;;;;;;;;;;;x
b_gaoual_3;Gaoual;Gaoual;Gaoual;;Gaoual;;;;;;;;;x
b_gaoual_3_adj;Gaoualian;;gaoualer;;;;;;;;;;;x
b_garou;Garou;Garou;Garou;;Garou;;;;;;;;;x
b_garou_adj;Garian;;garer;;;;;;;;;;;x
b_garou_2;Garou;Garou;Garou;;Garou;;;;;;;;;x
b_garou_2_adj;Garian;;garer;;;;;;;;;;;x
b_garou_3;Garou;Garou;Garou;;Garou;;;;;;;;;x
b_garou_3_adj;Garian;;garer;;;;;;;;;;;x
b_gbange;Gbange;Gbange;Gbange;;Gbange;;;;;;;;;x
b_gbange_adj;Gbangean;;gbanger;;;;;;;;;;;x
b_gbarnga;Gbarnga;Gbarnga;Gbarnga;;Gbarnga;;;;;;;;;x
b_gbarnga_adj;Gbarngan;;gbarnger;;;;;;;;;;;x
b_gbeke;Gbeke;Gbeke;Gbeke;;Gbeke;;;;;;;;;x
b_gbeke_adj;Gbekean;;gbeker;;;;;;;;;;;x
b_gbeke_2;Gbeke;Gbeke;Gbeke;;Gbeke;;;;;;;;;x
b_gbeke_2_adj;Gbekean;;gbeker;;;;;;;;;;;x
b_gbeke_3;Gbeke;Gbeke;Gbeke;;Gbeke;;;;;;;;;x
b_gbeke_3_adj;Gbekean;;gbeker;;;;;;;;;;;x
b_gbokle;Gboklé;Gboklé;Gboklé;;Gboklé;;;;;;;;;x
b_gbokle_adj;Gbokléian;;gbokléer;;;;;;;;;;;x
b_gbokle_2;Gboklé;Gboklé;Gboklé;;Gboklé;;;;;;;;;x
b_gbokle_2_adj;Gbokléian;;gbokléer;;;;;;;;;;;x
b_gbokle_3;Gboklé;Gboklé;Gboklé;;Gboklé;;;;;;;;;x
b_gbokle_3_adj;Gbokléian;;gbokléer;;;;;;;;;;;x
b_gboyi;Gboyi;Gboyi;Gboyi;;Gboyi;;;;;;;;;x
b_gboyi_adj;Gboian;;gboer;;;;;;;;;;;x
b_goh;Goh;Goh;Goh;;Goh;;;;;;;;;x
b_goh_adj;Gohian;;goher;;;;;;;;;;;x
b_goh_2;Goh;Goh;Goh;;Goh;;;;;;;;;x
b_goh_2_adj;Gohian;;goher;;;;;;;;;;;x
b_goh_3;Goh;Goh;Goh;;Goh;;;;;;;;;x
b_goh_3_adj;Gohian;;goher;;;;;;;;;;;x
b_gonglee;Gonglee;Gonglee;Gonglee;;Gonglee;;;;;;;;;x
b_gonglee_adj;Gongleean;;gongler;;;;;;;;;;;x
b_gongoret;Gongoret;Gongoret;Gongoret;;Gongoret;;;;;;;;;x
b_gongoret_adj;Gongoretian;;gongoreter;;;;;;;;;;;x
b_goudiry;Goudiry;Goudiry;Goudiry;;Goudiry;;;;;;;;;x
b_goudiry_adj;Goudirian;;goudirer;;;;;;;;;;;x
b_goudiry_2;Goudiry;Goudiry;Goudiry;;Goudiry;;;;;;;;;x
b_goudiry_2_adj;Goudirian;;goudirer;;;;;;;;;;;x
b_goudiry_3;Goudiry;Goudiry;Goudiry;;Goudiry;;;;;;;;;x
b_goudiry_3_adj;Goudirian;;goudirer;;;;;;;;;;;x
b_greenville;Greenville;Greenville;Greenville;;Greenville;;;;;;;;;x
b_greenville_adj;Greenvillean;;greenviller;;;;;;;;;;;x
b_hambol;Hambol;Hambol;Hambol;;Hambol;;;;;;;;;x
b_hambol_adj;Hambolian;;hamboler;;;;;;;;;;;x
b_hambol_2;Hambol;Hambol;Hambol;;Hambol;;;;;;;;;x
b_hambol_2_adj;Hambolian;;hamboler;;;;;;;;;;;x
b_hambol_3;Hambol;Hambol;Hambol;;Hambol;;;;;;;;;x
b_hambol_3_adj;Hambolian;;hamboler;;;;;;;;;;;x
b_harbel;Harbel;Harbel;Harbel;;Harbel;;;;;;;;;x
b_harbel_adj;Harbelian;;harbeler;;;;;;;;;;;x
b_harper;Harper;Harper;Harper;;Harper;;;;;;;;;x
b_harper_adj;Harperian;;harperer;;;;;;;;;;;x
b_haut_sassandra;Haut-Sassandra;Haut-Sassandra;Haut-Sassandra;;Haut-Sassandra;;;;;;;;;x
b_haut_sassandra_adj;Haut-Sassandran;;haut-sassandrer;;;;;;;;;;;x
b_haut_sassandra_2;Haut-Sassandra;Haut-Sassandra;Haut-Sassandra;;Haut-Sassandra;;;;;;;;;x
b_haut_sassandra_2_adj;Haut-Sassandran;;haut-sassandrer;;;;;;;;;;;x
b_haut_sassandra_3;Haut-Sassandra;Haut-Sassandra;Haut-Sassandra;;Haut-Sassandra;;;;;;;;;x
b_haut_sassandra_3_adj;Haut-Sassandran;;haut-sassandrer;;;;;;;;;;;x
b_iffou;Iffou;Iffou;Iffou;;Iffou;;;;;;;;;x
b_iffou_adj;Iffian;;iffer;;;;;;;;;;;x
b_iffou_2;Iffou;Iffou;Iffou;;Iffou;;;;;;;;;x
b_iffou_2_adj;Iffian;;iffer;;;;;;;;;;;x
b_iffou_3;Iffou;Iffou;Iffou;;Iffou;;;;;;;;;x
b_iffou_3_adj;Iffian;;iffer;;;;;;;;;;;x
b_imperri;Imperri;Imperri;Imperri;;Imperri;;;;;;;;;x
b_imperri_adj;Imperrian;;imperrer;;;;;;;;;;;x
b_indenie_djuablin;Indénié-Djuablin;Indénié-Djuablin;Indénié-Djuablin;;Indénié-Djuablin;;;;;;;;;x
b_indenie_djuablin_adj;Indénié-Djuablinian;;indénié-djuabliner;;;;;;;;;;;x
b_indenie_djuablin_2;Indénié-Djuablin;Indénié-Djuablin;Indénié-Djuablin;;Indénié-Djuablin;;;;;;;;;x
b_indenie_djuablin_2_adj;Indénié-Djuablinian;;indénié-djuabliner;;;;;;;;;;;x
b_indenie_djuablin_3;Indénié-Djuablin;Indénié-Djuablin;Indénié-Djuablin;;Indénié-Djuablin;;;;;;;;;x
b_indenie_djuablin_3_adj;Indénié-Djuablinian;;indénié-djuabliner;;;;;;;;;;;x
